Seconds,X(m),Y(m),Z(m)
0.0,0.007029320947445905,-0.06301545205593623,0.0
0.12,0.0017720330560673236,-0.0662119972375565,0.0
0.154,-0.0069284515233343225,-0.0768878576850276,0.0
0.172,-0.01681879790743679,-0.08998982404072892,0.0
0.188,-0.024388173517811973,-0.09889437737850693,0.0
0.243,-0.03143025411624156,-0.10745679212872888,0.0
0.253,-0.04541358484975544,-0.12230368895837684,0.0
0.26,-0.05559882527445309,-0.13098711895572673,0.0
0.269,-0.06578149428857089,-0.13596891724206228,0.0
0.284,-0.07243166853816335,-0.13920194931388485,0.0
0.342,-0.08438381867815187,-0.14435753979625232,0.0
0.38,-0.08868236003089008,-0.1483912471951887,0.0
0.517,-0.08810784457011356,-0.1399941007730734,0.0
0.528,-0.0840008343448117,-0.11964481042355396,0.0
0.547,-0.0791967380877579,-0.11083877879254556,0.0
0.59,-0.07435559014189369,-0.09568310484730469,0.0
0.6,-0.0657342738397399,-0.07334993159300024,0.0
0.614,-0.06266771088013984,-0.06661699935106136,0.0
0.649,-0.05955139502189527,-0.056880705923064157,0.0
0.667,-0.05700698425308104,-0.052376859853227264,0.0
0.697,-0.056555039363279824,-0.04885441878793084,0.0
0.845,-0.07453434213796334,-0.04828573473284986,0.0
0.861,-0.08574090009207896,-0.04828573473284986,0.0
0.918,-0.11365138013401244,-0.04769607249170832,0.0
0.926,-0.12485669134360444,-0.04720959640728439,0.0
0.932,-0.14215679107829626,-0.04645779125627547,0.0
0.943,-0.15951178653279235,-0.0449316874138993,0.0
0.997,-0.18858914152727285,-0.03599763202213552,0.0
1.004,-0.20052598008608097,-0.03164349822144169,0.0
1.011,-0.2160821764380188,-0.02039275023723286,0.0
1.025,-0.22900330031781763,-0.008030158391816034,0.0
1.06,-0.24360071117034887,0.019134319525121124,0.0
1.085,-0.24836906092426536,0.029281794870869016,0.0
1.092,-0.2507768557658307,0.044687312855964,0.0
1.142,-0.250753868913677,0.05578908257076781,0.0
1.169,-0.2416640104352517,0.08927528713448218,0.0
1.178,-0.2282666691082081,0.10498183972180458,0.0
1.192,-0.21304497041587267,0.11554670046695997,0.0
1.237,-0.17300362719864743,0.13533661198388353,0.0
1.245,-0.1575431769300446,0.14238689256416243,0.0
1.255,-0.12869179438046469,0.15069790056541071,0.0
1.275,-0.10163159410361922,0.15446701289750003,0.0
1.338,-0.04514674256094092,0.15905934145188344,0.0
1.345,0.014162063249200219,0.16055755330421523,0.0
