,X(m),Y(m),Z(m)
0,-0.3661971830985915,0.17525773195876293,0.0048
1,-0.3661971830985915,0.17525773195876293,0.0048
2,-0.3661971830985915,0.1505154639175258,0.0048
3,-0.3492957746478873,0.1505154639175258,0.0048
4,-0.33239436619718304,0.13814432989690717,0.0048
5,-0.31830985915492954,0.12577319587628866,0.0048
6,-0.304225352112676,0.11546391752577323,0.0048
7,-0.2873239436619718,0.10515463917525769,0.0048
8,-0.2704225352112676,0.08247422680412375,0.0048
9,-0.256338028169014,0.0597938144329897,0.0048
10,-0.24225352112676052,0.035051546391752564,0.0048
11,-0.24225352112676052,0.010309278350515483,0.0048
12,-0.1605633802816901,0.010309278350515483,0.0048
13,-0.07887323943661967,0.010309278350515483,0.0048
14,-0.07887323943661967,-0.0020618556701030855,0.0048
15,-0.07887323943661967,-0.014432989690721654,0.0048
16,-0.030985915492957705,-0.014432989690721654,0.0048
17,0.016901408450704314,-0.024742268041237137,0.0048
18,0.06197183098591552,-0.035051546391752564,0.0048
19,0.10704225352112684,-0.024742268041237137,0.0048
20,0.12394366197183104,-0.014432989690721654,0.0048
21,0.14084507042253525,0.008247422680412342,0.0048
22,0.15774647887323956,0.030927835051546393,0.0048
23,0.17464788732394376,0.04536082474226805,0.0048
24,0.19154929577464797,0.0597938144329897,0.0048
25,0.20845070422535217,0.07010309278350513,0.0048
26,0.22253521126760567,0.08041237113402067,0.0048
27,0.23661971830985917,0.1030927835051546,0.0048
28,0.23661971830985917,0.12577319587628866,0.0048
29,0.20563380281690147,0.12577319587628866,0.0048
30,0.17464788732394376,0.11546391752577323,0.0048
31,0.15774647887323956,0.10515463917525769,0.0048
32,0.14084507042253525,0.08247422680412375,0.0048
33,0.12394366197183104,0.0597938144329897,0.0048
34,0.10704225352112684,0.0597938144329897,0.0048
35,0.10704225352112684,0.035051546391752564,0.0048
36,0.10704225352112684,0.010309278350515483,0.0048
37,0.04507042253521132,0.010309278350515483,0.0048
38,-0.016901408450704203,0.010309278350515483,0.0048
39,-0.016901408450704203,0.02061855670103091,0.0048
40,-0.016901408450704203,0.030927835051546393,0.0048
41,-0.09577464788732387,0.030927835051546393,0.0048
42,-0.1746478873239436,0.030927835051546393,0.0048
43,-0.1746478873239436,0.04536082474226805,0.0048
44,-0.1746478873239436,0.0597938144329897,0.0048
45,-0.20845070422535206,0.0597938144329897,0.0048
46,-0.24225352112676052,0.0597938144329897,0.0048
47,-0.24225352112676052,0.09278350515463918,0.0048
48,-0.256338028169014,0.12577319587628866,0.0048
49,-0.2704225352112676,0.1505154639175258,0.0048
50,-0.2704225352112676,0.17525773195876293,0.0048
51,-0.2873239436619718,0.17525773195876293,0.0048
52,-0.304225352112676,0.18762886597938144,0.0048
53,-0.3352112676056338,0.19999999999999996,0.0048
54,-0.3661971830985915,0.19999999999999996,0.0048
55,-0.3661971830985915,0.17525773195876293,0.0048
56,-0.3661971830985915,0.17525773195876293,0.006
57,-0.39999999999999997,0.04536082474226805,0.0048
58,-0.39999999999999997,0.04536082474226805,0.0048
59,-0.39999999999999997,-0.035051546391752564,0.0048
60,-0.3830985915492957,-0.035051546391752564,0.0048
61,-0.3661971830985915,-0.012371134020618568,0.0048
62,-0.3492957746478873,0.010309278350515483,0.0048
63,-0.33239436619718304,0.02061855670103091,0.0048
64,-0.3492957746478873,0.030927835051546393,0.0048
