,X(m),Y(m),Z(m)
0,-0.3630769230769231,0.17983193277310927,0.0048
1,-0.3630769230769231,0.17983193277310927,0.0048
2,-0.3630769230769231,0.15966386554621853,0.0048
3,-0.34461538461538455,0.15966386554621853,0.0048
4,-0.3261538461538461,0.14957983193277313,0.0048
5,-0.3107692307692307,0.13949579831932774,0.0048
6,-0.29538461538461536,0.13109243697478995,0.0048
7,-0.2769230769230769,0.12268907563025211,0.0048
8,-0.2584615384615384,0.10420168067226893,0.0048
9,-0.24307692307692302,0.08571428571428574,0.0048
10,-0.22769230769230764,0.06554621848739495,0.0048
11,-0.22769230769230764,0.04537815126050421,0.0048
12,-0.1384615384615384,0.04537815126050421,0.0048
13,-0.04923076923076919,0.04537815126050421,0.0048
14,-0.04923076923076919,0.035294117647058865,0.0048
15,-0.04923076923076919,0.025210084033613467,0.0048
16,0.01846153846153853,0.025210084033613467,0.0048
17,0.08615384615384625,0.025210084033613467,0.0048
18,0.08615384615384625,0.016806722689075626,0.0048
19,0.1200000000000001,0.00840336134453784,0.0048
20,0.15384615384615385,0.016806722689075626,0.0048
21,0.17230769230769238,0.025210084033613467,0.0048
22,0.1907692307692308,0.04369747899159665,0.0048
23,0.20923076923076933,0.06218487394957983,0.0048
24,0.22769230769230775,0.07394957983193279,0.0048
25,0.24615384615384617,0.08571428571428574,0.0048
26,0.2646153846153847,0.07394957983193279,0.0048
27,0.28,0.06218487394957983,0.0048
28,0.29538461538461547,0.06218487394957983,0.0048
29,0.29538461538461547,0.015126050420168069,0.0048
30,0.29538461538461547,-0.031932773109243695,0.0048
31,0.3138461538461539,-0.031932773109243695,0.0048
32,0.3323076923076924,-0.05042016806722688,0.0048
33,0.34769230769230774,-0.06890756302521006,0.0048
34,0.3630769230769232,-0.08739495798319327,0.0048
35,0.34769230769230774,-0.10588235294117646,0.0048
36,0.3323076923076924,-0.12605042016806722,0.0048
37,0.3323076923076924,-0.14621848739495796,0.0048
38,0.3138461538461539,-0.14621848739495796,0.0048
39,0.29538461538461547,-0.14621848739495796,0.0048
40,0.29538461538461547,-0.173109243697479,0.0048
41,0.29538461538461547,-0.2,0.0048
42,0.3292307692307693,-0.2,0.0048
43,0.3630769230769232,-0.19159663865546217,0.0048
44,0.3815384615384616,-0.18319327731092436,0.0048
45,0.4,-0.18319327731092436,0.0048
46,0.4,-0.12605042016806722,0.0048
47,0.4,-0.06890756302521006,0.0048
48,0.3815384615384616,-0.06890756302521006,0.0048
49,0.3630769230769232,-0.06890756302521006,0.0048
50,0.3630769230769232,-0.021848739495798297,0.0048
51,0.3630769230769232,0.025210084033613467,0.0048
52,0.34769230769230774,0.025210084033613467,0.0048
53,0.3323076923076924,0.025210084033613467,0.0048
54,0.3323076923076924,0.07394957983193279,0.0048
55,0.3323076923076924,0.12268907563025211,0.0048
56,0.3138461538461539,0.12268907563025211,0.0048
57,0.29538461538461547,0.13109243697478995,0.0048
58,0.2615384615384616,0.13949579831932774,0.0048
59,0.22769230769230775,0.13109243697478995,0.0048
60,0.20923076923076933,0.12268907563025211,0.0048
61,0.1907692307692308,0.10420168067226893,0.0048
62,0.17230769230769238,0.08571428571428574,0.0048
63,0.15384615384615385,0.08571428571428574,0.0048
64,0.15384615384615385,0.06554621848739495,0.0048
65,0.15384615384615385,0.04537815126050421,0.0048
66,0.08615384615384625,0.04537815126050421,0.0048
67,0.01846153846153853,0.04537815126050421,0.0048
68,0.01846153846153853,0.05378151260504205,0.0048
69,0.01846153846153853,0.06218487394957983,0.0048
70,-0.06769230769230766,0.06218487394957983,0.0048
71,-0.1538461538461538,0.06218487394957983,0.0048
72,-0.1538461538461538,0.07394957983193279,0.0048
73,-0.1538461538461538,0.08571428571428574,0.0048
74,-0.19076923076923075,0.08571428571428574,0.0048
75,-0.22769230769230764,0.08571428571428574,0.0048
76,-0.22769230769230764,0.11260504201680677,0.0048
77,-0.24307692307692302,0.13949579831932774,0.0048
78,-0.2584615384615384,0.15966386554621853,0.0048
79,-0.2584615384615384,0.17983193277310927,0.0048
80,-0.2769230769230769,0.17983193277310927,0.0048
81,-0.29538461538461536,0.1899159663865546,0.0048
82,-0.3292307692307692,0.20000000000000007,0.0048
83,-0.3630769230769231,0.20000000000000007,0.0048
84,-0.3630769230769231,0.17983193277310927,0.0048
85,-0.3630769230769231,0.17983193277310927,0.006
86,-0.39999999999999997,0.07394957983193279,0.0048
87,-0.39999999999999997,0.07394957983193279,0.0048
88,-0.39999999999999997,0.00840336134453784,0.0048
89,-0.3815384615384615,0.00840336134453784,0.0048
90,-0.3630769230769231,0.026890756302521024,0.0048
91,-0.34461538461538455,0.04537815126050421,0.0048
92,-0.3261538461538461,0.05378151260504205,0.0048
93,-0.34461538461538455,0.06218487394957983,0.0048
94,-0.3630769230769231,0.06218487394957983,0.0048
95,-0.3630769230769231,0.10084033613445381,0.0048
