,X(m),Y(m),Z(m)
0,-0.3630769230769231,0.17669902912621355,0.0048
1,-0.3630769230769231,0.17669902912621355,0.0048
2,-0.3630769230769231,0.1533980582524272,0.0048
3,-0.34461538461538455,0.1533980582524272,0.0048
4,-0.3261538461538461,0.14174757281553402,0.0048
5,-0.3107692307692307,0.13009708737864073,0.0048
6,-0.29538461538461536,0.12038834951456306,0.0048
7,-0.2769230769230769,0.1106796116504854,0.0048
8,-0.2584615384615384,0.08932038834951456,0.0048
9,-0.24307692307692302,0.06796116504854366,0.0048
10,-0.22769230769230764,0.04466019417475725,0.0048
11,-0.22769230769230764,0.021359223300970842,0.0048
12,-0.1384615384615384,0.021359223300970842,0.0048
13,-0.04923076923076919,0.021359223300970842,0.0048
14,-0.04923076923076919,0.009708737864077666,0.0048
15,-0.04923076923076919,-0.0019417475728155664,0.0048
16,0.01846153846153853,-0.0019417475728155664,0.0048
17,0.08615384615384625,-0.0019417475728155664,0.0048
18,0.08615384615384625,-0.011650485436893232,0.0048
19,0.1200000000000001,-0.021359223300970898,0.0048
20,0.15384615384615385,-0.011650485436893232,0.0048
21,0.17230769230769238,-0.0019417475728155664,0.0048
22,0.1907692307692308,0.009708737864077666,0.0048
23,0.20923076923076933,0.021359223300970842,0.0048
24,0.22769230769230775,0.031067961165048563,0.0048
25,0.24615384615384617,0.04077669902912623,0.0048
26,0.2646153846153847,0.031067961165048563,0.0048
27,0.28,0.021359223300970842,0.0048
28,0.29538461538461547,0.021359223300970842,0.0048
29,0.29538461538461547,-0.033009708737864074,0.0048
30,0.29538461538461547,-0.08737864077669905,0.0048
31,0.3138461538461539,-0.08737864077669905,0.0048
32,0.3323076923076924,-0.08737864077669905,0.0048
33,0.3323076923076924,-0.14368932038834953,0.0048
34,0.3323076923076924,-0.2,0.0048
35,0.3661538461538463,-0.2,0.0048
36,0.4,-0.2,0.0048
37,0.4,-0.13398058252427186,0.0048
38,0.4,-0.06796116504854371,0.0048
39,0.3815384615384616,-0.06796116504854371,0.0048
40,0.3630769230769232,-0.06796116504854371,0.0048
41,0.3630769230769232,-0.02330097087378641,0.0048
42,0.3630769230769232,0.021359223300970842,0.0048
43,0.34769230769230774,0.021359223300970842,0.0048
44,0.3323076923076924,0.021359223300970842,0.0048
45,0.3323076923076924,0.06601941747572815,0.0048
46,0.3323076923076924,0.1106796116504854,0.0048
47,0.3138461538461539,0.1106796116504854,0.0048
48,0.29538461538461547,0.12038834951456306,0.0048
49,0.2615384615384616,0.13009708737864073,0.0048
50,0.22769230769230775,0.12038834951456306,0.0048
51,0.20923076923076933,0.1106796116504854,0.0048
52,0.1907692307692308,0.08932038834951456,0.0048
53,0.17230769230769238,0.06796116504854366,0.0048
54,0.15384615384615385,0.06796116504854366,0.0048
55,0.15384615384615385,0.04466019417475725,0.0048
56,0.15384615384615385,0.021359223300970842,0.0048
57,0.08615384615384625,0.021359223300970842,0.0048
58,0.01846153846153853,0.021359223300970842,0.0048
59,0.01846153846153853,0.031067961165048563,0.0048
60,0.01846153846153853,0.04077669902912623,0.0048
61,-0.06769230769230766,0.04077669902912623,0.0048
62,-0.1538461538461538,0.04077669902912623,0.0048
63,-0.1538461538461538,0.05436893203883497,0.0048
64,-0.1538461538461538,0.06796116504854366,0.0048
65,-0.19076923076923075,0.06796116504854366,0.0048
66,-0.22769230769230764,0.06796116504854366,0.0048
67,-0.22769230769230764,0.09902912621359222,0.0048
68,-0.24307692307692302,0.13009708737864073,0.0048
69,-0.2584615384615384,0.1533980582524272,0.0048
70,-0.2584615384615384,0.17669902912621355,0.0048
71,-0.2769230769230769,0.17669902912621355,0.0048
