,X(m),Y(m),Z(m)
0,-0.3630769230769231,0.18248175182481755,0.0048
1,-0.3630769230769231,0.18248175182481755,0.0048
2,-0.3630769230769231,0.16496350364963505,0.0048
3,-0.34461538461538455,0.16496350364963505,0.0048
4,-0.3261538461538461,0.15620437956204383,0.0048
5,-0.3107692307692307,0.14744525547445256,0.0048
6,-0.29538461538461536,0.14014598540145987,0.0048
7,-0.2769230769230769,0.13284671532846717,0.0048
8,-0.2584615384615384,0.11678832116788321,0.0048
9,-0.24307692307692302,0.1007299270072993,0.0048
10,-0.22769230769230764,0.0832116788321168,0.0048
11,-0.22769230769230764,0.06569343065693431,0.0048
12,-0.1384615384615384,0.06569343065693431,0.0048
13,-0.04923076923076919,0.06569343065693431,0.0048
14,-0.04923076923076919,0.05693430656934309,0.0048
15,-0.04923076923076919,0.048175182481751816,0.0048
16,0.01846153846153853,0.048175182481751816,0.0048
17,0.08615384615384625,0.048175182481751816,0.0048
18,0.08615384615384625,0.040875912408759124,0.0048
19,0.1200000000000001,0.03357664233576643,0.0048
20,0.15384615384615385,0.040875912408759124,0.0048
21,0.17230769230769238,0.048175182481751816,0.0048
22,0.1907692307692308,0.06423357664233578,0.0048
23,0.20923076923076933,0.0802919708029197,0.0048
24,0.22769230769230775,0.0905109489051095,0.0048
25,0.24615384615384617,0.1007299270072993,0.0048
26,0.2646153846153847,0.0905109489051095,0.0048
27,0.28,0.0802919708029197,0.0048
28,0.29538461538461547,0.0802919708029197,0.0048
29,0.29538461538461547,0.0394160583941606,0.0048
30,0.29538461538461547,-0.0014598540145985273,0.0048
31,0.3138461538461539,-0.0014598540145985273,0.0048
32,0.3323076923076924,-0.0014598540145985273,0.0048
33,0.3323076923076924,-0.06715328467153284,0.0048
34,0.3323076923076924,-0.13284671532846715,0.0048
35,0.3138461538461539,-0.13284671532846715,0.0048
36,0.29538461538461547,-0.14014598540145987,0.0048
37,0.2615384615384616,-0.14744525547445256,0.0048
38,0.22769230769230775,-0.1562043795620438,0.0048
39,0.22769230769230775,-0.16496350364963505,0.0048
40,0.15692307692307694,-0.16496350364963505,0.0048
41,0.08615384615384625,-0.16496350364963505,0.0048
42,0.08615384615384625,-0.1737226277372263,0.0048
43,0.1200000000000001,-0.18248175182481752,0.0048
44,0.15384615384615385,-0.19124087591240876,0.0048
45,0.15384615384615385,-0.2,0.0048
46,0.20923076923076933,-0.2,0.0048
47,0.2646153846153847,-0.2,0.0048
48,0.2646153846153847,-0.19124087591240876,0.0048
49,0.28,-0.18248175182481752,0.0048
50,0.29538461538461547,-0.1737226277372263,0.0048
51,0.3292307692307693,-0.16496350364963505,0.0048
52,0.3630769230769232,-0.16496350364963505,0.0048
53,0.3630769230769232,-0.1489051094890511,0.0048
54,0.3815384615384616,-0.13284671532846715,0.0048
55,0.4,-0.13284671532846715,0.0048
56,0.4,-0.0832116788321168,0.0048
57,0.4,-0.03357664233576643,0.0048
58,0.3815384615384616,-0.03357664233576643,0.0048
59,0.3630769230769232,-0.03357664233576643,0.0048
60,0.3630769230769232,0.00729927007299272,0.0048
61,0.3630769230769232,0.048175182481751816,0.0048
62,0.34769230769230774,0.048175182481751816,0.0048
63,0.3323076923076924,0.048175182481751816,0.0048
64,0.3323076923076924,0.0905109489051095,0.0048
65,0.3323076923076924,0.13284671532846717,0.0048
66,0.3138461538461539,0.13284671532846717,0.0048
67,0.29538461538461547,0.14014598540145987,0.0048
68,0.2615384615384616,0.14744525547445256,0.0048
69,0.22769230769230775,0.14014598540145987,0.0048
70,0.20923076923076933,0.13284671532846717,0.0048
71,0.1907692307692308,0.11678832116788321,0.0048
72,0.17230769230769238,0.1007299270072993,0.0048
73,0.15384615384615385,0.1007299270072993,0.0048
74,0.15384615384615385,0.0832116788321168,0.0048
75,0.15384615384615385,0.06569343065693431,0.0048
76,0.08615384615384625,0.06569343065693431,0.0048
77,0.01846153846153853,0.06569343065693431,0.0048
78,0.01846153846153853,0.072992700729927,0.0048
79,0.01846153846153853,0.0802919708029197,0.0048
80,-0.06769230769230766,0.0802919708029197,0.0048
81,-0.1538461538461538,0.0802919708029197,0.0048
82,-0.1538461538461538,0.0905109489051095,0.0048
83,-0.1538461538461538,0.1007299270072993,0.0048
84,-0.19076923076923075,0.1007299270072993,0.0048
85,-0.22769230769230764,0.1007299270072993,0.0048
86,-0.22769230769230764,0.12408759124087596,0.0048
87,-0.24307692307692302,0.14744525547445256,0.0048
88,-0.2584615384615384,0.16496350364963505,0.0048
89,-0.2584615384615384,0.18248175182481755,0.0048
90,-0.2769230769230769,0.18248175182481755,0.0048
91,-0.29538461538461536,0.19124087591240876,0.0048
92,-0.3292307692307692,0.20000000000000004,0.0048
93,-0.3630769230769231,0.20000000000000004,0.0048
94,-0.3630769230769231,0.18248175182481755,0.0048
95,-0.3630769230769231,0.18248175182481755,0.006
96,-0.39999999999999997,0.0905109489051095,0.0048
97,-0.39999999999999997,0.0905109489051095,0.0048
98,-0.39999999999999997,0.03357664233576643,0.0048
99,-0.3815384615384615,0.03357664233576643,0.0048
100,-0.3630769230769231,0.0496350364963504,0.0048
101,-0.34461538461538455,0.06569343065693431,0.0048
102,-0.3261538461538461,0.072992700729927,0.0048
103,-0.34461538461538455,0.0802919708029197,0.0048
104,-0.3630769230769231,0.0802919708029197,0.0048
105,-0.3630769230769231,0.11386861313868615,0.0048
106,-0.3630769230769231,0.14744525547445256,0.0048
107,-0.3815384615384615,0.14744525547445256,0.0048
108,-0.39999999999999997,0.14744525547445256,0.0048
109,-0.39999999999999997,0.0905109489051095,0.0048
110,-0.39999999999999997,0.0905109489051095,0.006
111,-0.22769230769230764,0.00729927007299272,0.0048
112,-0.22769230769230764,0.00729927007299272,0.0048
113,-0.24307692307692302,-0.0014598540145985273,0.0048
114,-0.2584615384615384,-0.017518248175182466,0.0048
115,-0.2584615384615384,-0.03357664233576643,0.0048
116,-0.22461538461538455,-0.03357664233576643,0.0048
117,-0.19076923076923075,-0.040875912408759124,0.0048
118,-0.17230769230769227,-0.048175182481751816,0.0048
119,-0.1538461538461538,-0.040875912408759124,0.0048
120,-0.13538461538461533,-0.03357664233576643,0.0048
121,-0.11692307692307685,-0.017518248175182466,0.0048
122,-0.13538461538461533,-0.0014598540145985273,0.0048
123,-0.1538461538461538,0.00729927007299272,0.0048
124,-0.1538461538461538,0.01605839416058394,0.0048
125,-0.19076923076923075,0.01605839416058394,0.0048
126,-0.22769230769230764,0.01605839416058394,0.0048
127,-0.22769230769230764,0.00729927007299272,0.0048
128,-0.22769230769230764,0.00729927007299272,0.006
129,0.01846153846153853,-0.03357664233576643,0.0048
130,0.01846153846153853,-0.03357664233576643,0.0048
131,0.01846153846153853,-0.06569343065693431,0.0048
132,0.0707692307692308,-0.06569343065693431,0.0048
133,0.12307692307692308,-0.06569343065693431,0.0048
134,0.12307692307692308,-0.03357664233576643,0.0048
135,0.12307692307692308,-0.0014598540145985273,0.0048
136,0.0707692307692308,-0.0014598540145985273,0.0048
137,0.01846153846153853,-0.0014598540145985273,0.0048
138,0.01846153846153853,-0.03357664233576643,0.0048
139,0.01846153846153853,-0.03357664233576643,0.006
